"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"14","Howard County","003-002","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","36","93","90","44","0" 
"14","Howard County","003-002","03","09A","Board of Education","005","Trent Kittleman","NON","Y","77","266","120","35","7" 
"14","Howard County","003-004","03","09B","Board of Education","005","Catherine Carter","NON","","1","2","7","4","1" 
"14","Howard County","003-004","03","09B","Board of Education","005","Andrea Chamblee","NON","Y","5","9","4","2","0" 
"14","Howard County","003-004","03","09B","Board of Education","005","Trent Kittleman","NON","Y","3","6","6","3","1" 
"14","Howard County","003-005","03","09A","Board of Education","005","Catherine Carter","NON","","49","94","96","26","14" 
"14","Howard County","003-005","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","57","143","113","52","8" 
"14","Howard County","003-005","03","09A","Board of Education","005","Trent Kittleman","NON","Y","75","211","116","23","5" 
"14","Howard County","004-001","03","09A","Board of Education","005","Catherine Carter","NON","","29","160","47","15","5" 
"14","Howard County","004-001","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","25","112","56","22","4" 
"14","Howard County","004-001","03","09A","Board of Education","005","Trent Kittleman","NON","Y","50","280","62","18","3" 
"14","Howard County","004-002","03","09A","Board of Education","005","Catherine Carter","NON","","53","124","56","34","6" 
"14","Howard County","004-002","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","64","146","125","47","5" 
"14","Howard County","004-002","03","09A","Board of Education","005","Trent Kittleman","NON","Y","114","287","99","29","4" 
"14","Howard County","004-003","03","09A","Board of Education","005","Catherine Carter","NON","","43","162","67","18","1" 
"14","Howard County","004-003","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","37","118","75","33","6" 
"14","Howard County","004-003","03","09A","Board of Education","005","Trent Kittleman","NON","Y","90","361","134","25","4" 
"14","Howard County","005-001","03","09A","Board of Education","005","Catherine Carter","NON","","39","131","76","61","3" 
"14","Howard County","005-001","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","54","202","104","43","10" 
"14","Howard County","005-001","03","09A","Board of Education","005","Trent Kittleman","NON","Y","72","317","142","45","12" 
"14","Howard County","005-002","03","12A","Board of Education","004","Hiruy Hadgu","NON","","25","62","19","19","2" 
"14","Howard County","005-002","03","12A","Board of Education","004","Julie Kaplan","NON","Y","47","117","64","16","2" 
"14","Howard County","005-002","03","12A","Board of Education","004","Jen Mallo","NON","Y","55","143","96","29","2" 
"14","Howard County","005-003","03","12A","Board of Education","004","Hiruy Hadgu","NON","","29","55","55","16","2" 
"14","Howard County","005-003","03","12A","Board of Education","004","Julie Kaplan","NON","Y","46","109","95","26","4" 
"14","Howard County","005-003","03","12A","Board of Education","004","Jen Mallo","NON","Y","51","115","149","58","7" 
"14","Howard County","005-004","03","12A","Board of Education","004","Hiruy Hadgu","NON","","60","80","74","27","4" 
"14","Howard County","005-004","03","12A","Board of Education","004","Julie Kaplan","NON","Y","94","208","130","42","6" 
"14","Howard County","005-004","03","12A","Board of Education","004","Jen Mallo","NON","Y","100","226","170","71","7" 
"14","Howard County","005-005","03","13","Board of Education","004","Hiruy Hadgu","NON","","33","99","46","35","12" 
"14","Howard County","005-005","03","13","Board of Education","004","Julie Kaplan","NON","Y","157","523","237","108","19" 
"14","Howard County","005-005","03","13","Board of Education","004","Jen Mallo","NON","Y","68","196","143","69","13" 
"14","Howard County","005-006","03","13","Board of Education","004","Hiruy Hadgu","NON","","38","199","59","44","4" 
"14","Howard County","005-006","03","13","Board of Education","004","Julie Kaplan","NON","Y","73","469","207","133","22" 
"14","Howard County","005-006","03","13","Board of Education","004","Jen Mallo","NON","Y","28","115","93","46","6" 
"14","Howard County","005-007","03","12A","Board of Education","004","Hiruy Hadgu","NON","","48","78","38","18","5" 
"14","Howard County","005-007","03","12A","Board of Education","004","Julie Kaplan","NON","Y","49","145","77","17","5" 
"14","Howard County","005-007","03","12A","Board of Education","004","Jen Mallo","NON","Y","128","268","170","92","6" 
"14","Howard County","005-009","03","12A","Board of Education","004","Hiruy Hadgu","NON","","32","124","38","22","2" 
"14","Howard County","005-009","03","12A","Board of Education","004","Julie Kaplan","NON","Y","73","143","88","25","7" 
"14","Howard County","005-009","03","12A","Board of Education","004","Jen Mallo","NON","Y","85","132","93","48","7" 
"14","Howard County","005-010","03","09A","Board of Education","004","Hiruy Hadgu","NON","","10","62","21","16","8" 
"14","Howard County","005-010","03","09A","Board of Education","004","Julie Kaplan","NON","Y","91","441","171","83","18" 
"14","Howard County","005-010","03","09A","Board of Education","004","Jen Mallo","NON","Y","33","127","96","46","12" 
"14","Howard County","005-011","03","13","Board of Education","005","Catherine Carter","NON","","11","54","34","10","3" 
"14","Howard County","005-011","03","13","Board of Education","005","Andrea Chamblee","NON","Y","12","81","60","21","7" 
"14","Howard County","005-011","03","13","Board of Education","005","Trent Kittleman","NON","Y","24","144","50","18","5" 
"14","Howard County","005-012","03","12A","Board of Education","004","Hiruy Hadgu","NON","","56","96","67","30","4" 
"14","Howard County","005-012","03","12A","Board of Education","004","Julie Kaplan","NON","Y","114","243","146","56","11" 
"14","Howard County","005-012","03","12A","Board of Education","004","Jen Mallo","NON","Y","129","258","159","68","10" 
"14","Howard County","005-013","03","12A","Board of Education","004","Hiruy Hadgu","NON","","36","131","45","39","1" 
"14","Howard County","005-013","03","12A","Board of Education","004","Julie Kaplan","NON","Y","89","270","146","61","16" 
"14","Howard County","005-013","03","12A","Board of Education","004","Jen Mallo","NON","Y","74","190","165","87","9" 
"14","Howard County","005-016","03","12A","Board of Education","001","Andre Gao","NON","Y","16","64","25","11","1" 
"14","Howard County","005-016","03","12A","Board of Education","001","Pravin Ponnuri","NON","","9","23","19","13","0" 
"14","Howard County","005-016","03","12A","Board of Education","001","Meg Ricks","NON","Y","17","87","43","29","1" 
"14","Howard County","005-019","03","13","Board of Education","005","Catherine Carter","NON","","12","70","40","9","5" 
"14","Howard County","005-019","03","13","Board of Education","005","Andrea Chamblee","NON","Y","35","102","47","28","8" 
"14","Howard County","005-019","03","13","Board of Education","005","Trent Kittleman","NON","Y","29","154","50","13","8" 
"14","Howard County","005-024","03","09A","Board of Education","005","Catherine Carter","NON","","2","9","3","2","1" 
"14","Howard County","005-024","03","09A","Board of Education","005","Andrea Chamblee","NON","Y","1","15","6","4","0" 
"14","Howard County","005-024","03","09A","Board of Education","005","Trent Kittleman","NON","Y","10","16","12","3","2" 
"14","Howard County","006-028","03","13","Board of Education","004","Hiruy Hadgu","NON","","13","79","28","45","0" 
"14","Howard County","006-028","03","13","Board of Education","004","Julie Kaplan","NON","Y","84","337","158","80","4" 
"14","Howard County","006-028","03","13","Board of Education","004","Jen Mallo","NON","Y","52","123","113","51","12" 
"16","Montgomery County","001-001","08","14","Board of Ed at Large","","Lynne Harris","NON","Y","9","44","27","3","35" 
"16","Montgomery County","001-001","08","14","Board of Ed at Large","","Sharif Hidayat","NON","","11","76","23","6","17" 
"16","Montgomery County","001-001","08","14","Board of Ed at Large","","Melissa Kim","NON","","3","19","12","1","19" 
"16","Montgomery County","001-001","08","14","Board of Ed at Large","","Jonathan Long","NON","","2","11","7","0","4" 
"16","Montgomery County","001-001","08","14","Board of Ed at Large","","Fitzgerald Mofor","NON","","4","10","1","0","1" 
"16","Montgomery County","001-001","08","14","Board of Ed at Large","","Rita Montoya","NON","Y","12","41","33","2","40" 
"16","Montgomery County","001-001","08","14","Board of Education","002","Brenda M. Diaz","NON","Y","11","53","11","3","19" 
"16","Montgomery County","001-001","08","14","Board of Education","002","Ricky Fai Mui","NON","","0","20","7","0","10" 
"16","Montgomery County","001-001","08","14","Board of Education","002","Rebecca Keller Smondrowski","NON","","8","18","22","0","26" 
"16","Montgomery County","001-001","08","14","Board of Education","002","Aby Thioye","NON","","5","19","9","2","9" 
"16","Montgomery County","001-001","08","14","Board of Education","002","Natalie Zimmerman","NON","Y","16","84","53","5","51" 
"16","Montgomery County","001-001","08","14","Board of Education","004","Shebra Evans","NON","Y","18","35","29","3","28" 
"16","Montgomery County","001-001","08","14","Board of Education","004","Bethany S. Mandel","NON","","10","64","25","2","22" 
"16","Montgomery County","001-001","08","14","Board of Education","004","Laura M. Stewart","NON","Y","14","90","47","5","64" 
"16","Montgomery County","001-002","08","14","Board of Ed at Large","","Lynne Harris","NON","Y","28","43","43","3","38" 
"16","Montgomery County","001-002","08","14","Board of Ed at Large","","Sharif Hidayat","NON","","11","52","17","1","17" 
"16","Montgomery County","001-002","08","14","Board of Ed at Large","","Melissa Kim","NON","","10","24","16","1","9" 
"16","Montgomery County","001-002","08","14","Board of Ed at Large","","Jonathan Long","NON","","4","31","9","0","5" 
"16","Montgomery County","001-002","08","14","Board of Ed at Large","","Fitzgerald Mofor","NON","","6","10","4","1","5" 
"16","Montgomery County","001-002","08","14","Board of Ed at Large","","Rita Montoya","NON","Y","7","47","24","5","30" 
"16","Montgomery County","001-002","08","14","Board of Education","002","Brenda M. Diaz","NON","Y","13","65","14","2","14" 
"16","Montgomery County","001-002","08","14","Board of Education","002","Ricky Fai Mui","NON","","6","36","9","0","12" 
"16","Montgomery County","001-002","08","14","Board of Education","002","Rebecca Keller Smondrowski","NON","","14","35","30","0","19" 
"16","Montgomery County","001-002","08","14","Board of Education","002","Aby Thioye","NON","","5","10","12","2","6" 
"16","Montgomery County","001-002","08","14","Board of Education","002","Natalie Zimmerman","NON","Y","27","63","44","5","56" 
"16","Montgomery County","001-002","08","14","Board of Education","004","Shebra Evans","NON","Y","19","51","37","3","34" 
"16","Montgomery County","001-002","08","14","Board of Education","004","Bethany S. Mandel","NON","","21","90","29","2","27" 
"16","Montgomery County","001-002","08","14","Board of Education","004","Laura M. Stewart","NON","Y","24","69","43","6","46" 
"16","Montgomery County","001-003","08","39","Board of Ed at Large","","Lynne Harris","NON","Y","11","73","55","5","62" 
"16","Montgomery County","001-003","08","39","Board of Ed at Large","","Sharif Hidayat","NON","","11","40","6","1","9" 
"16","Montgomery County","001-003","08","39","Board of Ed at Large","","Melissa Kim","NON","","13","46","31","2","31" 
"16","Montgomery County","001-003","08","39","Board of Ed at Large","","Jonathan Long","NON","","5","19","14","1","1" 
"16","Montgomery County","001-003","08","39","Board of Ed at Large","","Fitzgerald Mofor","NON","","7","8","7","0","4" 
"16","Montgomery County","001-003","08","39","Board of Ed at Large","","Rita Montoya","NON","Y","15","72","38","3","52" 
"16","Montgomery County","001-003","08","39","Board of Education","002","Brenda M. Diaz","NON","Y","18","78","38","3","33" 
"16","Montgomery County","001-003","08","39","Board of Education","002","Ricky Fai Mui","NON","","6","12","10","0","8" 
"16","Montgomery County","001-003","08","39","Board of Education","002","Rebecca Keller Smondrowski","NON","","5","38","34","3","38" 
"16","Montgomery County","001-003","08","39","Board of Education","002","Aby Thioye","NON","","14","31","10","3","12" 
"16","Montgomery County","001-003","08","39","Board of Education","002","Natalie Zimmerman","NON","Y","20","95","59","6","73" 
"16","Montgomery County","001-003","08","39","Board of Education","004","Shebra Evans","NON","Y","20","63","50","7","72" 
"16","Montgomery County","001-003","08","39","Board of Education","004","Bethany S. Mandel","NON","","19","93","36","0","28" 
"16","Montgomery County","001-003","08","39","Board of Education","004","Laura M. Stewart","NON","Y","23","102","66","7","66" 
"16","Montgomery County","001-004","08","39","Board of Ed at Large","","Lynne Harris","NON","Y","5","44","13","0","23" 
"16","Montgomery County","001-004","08","39","Board of Ed at Large","","Sharif Hidayat","NON","","3","28","1","1","16" 
"16","Montgomery County","001-004","08","39","Board of Ed at Large","","Melissa Kim","NON","","3","15","9","0","9" 
"16","Montgomery County","001-004","08","39","Board of Ed at Large","","Jonathan Long","NON","","1","18","4","0","12" 
"16","Montgomery County","001-004","08","39","Board of Ed at Large","","Fitzgerald Mofor","NON","","1","7","4","1","2" 
"16","Montgomery County","001-004","08","39","Board of Ed at Large","","Rita Montoya","NON","Y","7","34","8","2","36" 
"16","Montgomery County","001-004","08","39","Board of Education","002","Brenda M. Diaz","NON","Y","4","49","7","0","21" 
"16","Montgomery County","001-004","08","39","Board of Education","002","Ricky Fai Mui","NON","","1","16","4","1","8" 
"16","Montgomery County","001-004","08","39","Board of Education","002","Rebecca Keller Smondrowski","NON","","3","10","6","0","13" 
"16","Montgomery County","001-004","08","39","Board of Education","002","Aby Thioye","NON","","3","10","3","0","21" 
"16","Montgomery County","001-004","08","39","Board of Education","002","Natalie Zimmerman","NON","Y","10","55","20","3","37" 
"16","Montgomery County","001-004","08","39","Board of Education","004","Shebra Evans","NON","Y","5","38","14","2","31" 
"16","Montgomery County","001-004","08","39","Board of Education","004","Bethany S. Mandel","NON","","6","46","6","1","18" 
"16","Montgomery County","001-004","08","39","Board of Education","004","Laura M. Stewart","NON","Y","9","56","21","1","45" 
"16","Montgomery County","001-005","08","19","Board of Ed at Large","","Lynne Harris","NON","Y","9","42","23","2","18" 
"16","Montgomery County","001-005","08","19","Board of Ed at Large","","Sharif Hidayat","NON","","20","43","12","7","14" 
"16","Montgomery County","001-005","08","19","Board of Ed at Large","","Melissa Kim","NON","","7","16","11","1","13" 
"16","Montgomery County","001-005","08","19","Board of Ed at Large","","Jonathan Long","NON","","1","15","10","0","2" 
"16","Montgomery County","001-005","08","19","Board of Ed at Large","","Fitzgerald Mofor","NON","","6","9","0","1","5" 
"16","Montgomery County","001-005","08","19","Board of Ed at Large","","Rita Montoya","NON","Y","7","32","18","1","30" 
"16","Montgomery County","001-005","08","19","Board of Education","002","Brenda M. Diaz","NON","Y","22","44","12","7","26" 
"16","Montgomery County","001-005","08","19","Board of Education","002","Ricky Fai Mui","NON","","1","21","9","2","6" 
"16","Montgomery County","001-005","08","19","Board of Education","002","Rebecca Keller Smondrowski","NON","","6","26","16","2","12" 
"16","Montgomery County","001-005","08","19","Board of Education","002","Aby Thioye","NON","","8","10","5","0","6" 
"16","Montgomery County","001-005","08","19","Board of Education","002","Natalie Zimmerman","NON","Y","11","46","32","2","30" 
"16","Montgomery County","001-005","08","19","Board of Education","004","Shebra Evans","NON","Y","9","40","24","2","22" 
"16","Montgomery County","001-005","08","19","Board of Education","004","Bethany S. Mandel","NON","","19","52","16","3","18" 
"16","Montgomery County","001-005","08","19","Board of Education","004","Laura M. Stewart","NON","Y","13","55","34","5","42" 
"16","Montgomery County","001-006","08","39","Board of Ed at Large","","Lynne Harris","NON","Y","13","36","32","2","20" 
"16","Montgomery County","001-006","08","39","Board of Ed at Large","","Sharif Hidayat","NON","","13","29","11","1","12" 
"16","Montgomery County","001-006","08","39","Board of Ed at Large","","Melissa Kim","NON","","6","16","13","1","15" 
"16","Montgomery County","001-006","08","39","Board of Ed at Large","","Jonathan Long","NON","","2","19","1","0","6" 
"16","Montgomery County","001-006","08","39","Board of Ed at Large","","Fitzgerald Mofor","NON","","4","13","5","0","4" 
"16","Montgomery County","001-006","08","39","Board of Ed at Large","","Rita Montoya","NON","Y","9","24","19","3","19" 
"16","Montgomery County","001-006","08","39","Board of Education","002","Brenda M. Diaz","NON","Y","9","40","20","1","15" 
"16","Montgomery County","001-006","08","39","Board of Education","002","Ricky Fai Mui","NON","","5","18","8","0","4" 
"16","Montgomery County","001-006","08","39","Board of Education","002","Rebecca Keller Smondrowski","NON","","6","8","16","1","16" 
"16","Montgomery County","001-006","08","39","Board of Education","002","Aby Thioye","NON","","10","19","7","0","5" 
"16","Montgomery County","001-006","08","39","Board of Education","002","Natalie Zimmerman","NON","Y","14","50","31","5","36" 
"16","Montgomery County","001-006","08","39","Board of Education","004","Shebra Evans","NON","Y","17","29","28","0","19" 
"16","Montgomery County","001-006","08","39","Board of Education","004","Bethany S. Mandel","NON","","13","57","18","2","16" 
"16","Montgomery County","001-006","08","39","Board of Education","004","Laura M. Stewart","NON","Y","14","48","35","4","40" 
"16","Montgomery County","001-007","08","14","Board of Ed at Large","","Lynne Harris","NON","Y","4","10","0","0","15" 
"16","Montgomery County","001-007","08","14","Board of Ed at Large","","Sharif Hidayat","NON","","9","8","0","1","10" 
"16","Montgomery County","001-007","08","14","Board of Ed at Large","","Melissa Kim","NON","","2","6","0","0","7" 
"16","Montgomery County","001-007","08","14","Board of Ed at Large","","Jonathan Long","NON","","3","4","0","0","5" 
"16","Montgomery County","001-007","08","14","Board of Ed at Large","","Fitzgerald Mofor","NON","","0","7","0","0","1" 
"16","Montgomery County","001-007","08","14","Board of Ed at Large","","Rita Montoya","NON","Y","2","12","0","0","11" 
"16","Montgomery County","001-007","08","14","Board of Education","002","Brenda M. Diaz","NON","Y","7","14","0","1","8" 
"16","Montgomery County","001-007","08","14","Board of Education","002","Ricky Fai Mui","NON","","2","2","0","0","6" 
"16","Montgomery County","001-007","08","14","Board of Education","002","Rebecca Keller Smondrowski","NON","","1","9","0","0","6" 
"16","Montgomery County","001-007","08","14","Board of Education","002","Aby Thioye","NON","","1","1","0","0","6" 
"16","Montgomery County","001-007","08","14","Board of Education","002","Natalie Zimmerman","NON","Y","8","17","0","0","23" 
"16","Montgomery County","001-007","08","14","Board of Education","004","Shebra Evans","NON","Y","2","9","0","0","9" 
"16","Montgomery County","001-007","08","14","Board of Education","004","Bethany S. Mandel","NON","","7","23","0","1","16" 
"16","Montgomery County","001-007","08","14","Board of Education","004","Laura M. Stewart","NON","Y","10","15","0","0","24" 
"16","Montgomery County","001-008","08","14","Board of Ed at Large","","Lynne Harris","NON","Y","6","16","15","2","17" 
"16","Montgomery County","001-008","08","14","Board of Ed at Large","","Sharif Hidayat","NON","","14","23","7","1","14" 
"16","Montgomery County","001-008","08","14","Board of Ed at Large","","Melissa Kim","NON","","4","10","5","1","8" 
"16","Montgomery County","001-008","08","14","Board of Ed at Large","","Jonathan Long","NON","","1","5","0","0","2" 
"16","Montgomery County","001-008","08","14","Board of Ed at Large","","Fitzgerald Mofor","NON","","3","4","6","0","1" 
"16","Montgomery County","001-008","08","14","Board of Ed at Large","","Rita Montoya","NON","Y","5","11","6","1","18" 
"16","Montgomery County","001-008","08","14","Board of Education","002","Brenda M. Diaz","NON","Y","10","18","12","0","11" 
"16","Montgomery County","001-008","08","14","Board of Education","002","Ricky Fai Mui","NON","","4","11","2","0","5" 
"16","Montgomery County","001-008","08","14","Board of Education","002","Rebecca Keller Smondrowski","NON","","2","12","8","1","12" 
"16","Montgomery County","001-008","08","14","Board of Education","002","Aby Thioye","NON","","3","7","6","1","6" 
"16","Montgomery County","001-008","08","14","Board of Education","002","Natalie Zimmerman","NON","Y","12","22","9","2","25" 
"16","Montgomery County","001-008","08","14","Board of Education","004","Shebra Evans","NON","Y","2","12","17","2","19" 
"16","Montgomery County","001-008","08","14","Board of Education","004","Bethany S. Mandel","NON","","17","30","9","1","14" 
"16","Montgomery County","001-008","08","14","Board of Education","004","Laura M. Stewart","NON","Y","10","28","13","1","26" 
"16","Montgomery County","002-001","06","39","Board of Ed at Large","","Lynne Harris","NON","Y","39","76","84","11","27" 
"16","Montgomery County","002-001","06","39","Board of Ed at Large","","Sharif Hidayat","NON","","15","39","25","6","10" 
"16","Montgomery County","002-001","06","39","Board of Ed at Large","","Melissa Kim","NON","","10","48","46","2","17" 
"16","Montgomery County","002-001","06","39","Board of Ed at Large","","Jonathan Long","NON","","7","27","21","2","9" 
"16","Montgomery County","002-001","06","39","Board of Ed at Large","","Fitzgerald Mofor","NON","","7","12","13","3","2" 
"16","Montgomery County","002-001","06","39","Board of Ed at Large","","Rita Montoya","NON","Y","13","79","71","6","19" 
"16","Montgomery County","002-001","06","39","Board of Education","002","Brenda M. Diaz","NON","Y","26","87","54","10","24" 
"16","Montgomery County","002-001","06","39","Board of Education","002","Ricky Fai Mui","NON","","7","35","26","1","8" 
"16","Montgomery County","002-001","06","39","Board of Education","002","Rebecca Keller Smondrowski","NON","","17","40","61","2","19" 
"16","Montgomery County","002-001","06","39","Board of Education","002","Aby Thioye","NON","","7","17","29","8","4" 
"16","Montgomery County","002-001","06","39","Board of Education","002","Natalie Zimmerman","NON","Y","35","99","86","7","30" 
"16","Montgomery County","002-001","06","39","Board of Education","004","Shebra Evans","NON","Y","31","65","74","13","33" 
"16","Montgomery County","002-001","06","39","Board of Education","004","Bethany S. Mandel","NON","","21","80","59","8","12" 
"16","Montgomery County","002-001","06","39","Board of Education","004","Laura M. Stewart","NON","Y","37","129","119","8","38" 
"16","Montgomery County","002-002","06","15","Board of Ed at Large","","Lynne Harris","NON","Y","44","133","38","5","37" 
"16","Montgomery County","002-002","06","15","Board of Ed at Large","","Sharif Hidayat","NON","","27","40","16","3","16" 
"16","Montgomery County","002-002","06","15","Board of Ed at Large","","Melissa Kim","NON","","24","40","30","2","30" 
"16","Montgomery County","002-002","06","15","Board of Ed at Large","","Jonathan Long","NON","","13","18","14","0","8" 
"16","Montgomery County","002-002","06","15","Board of Ed at Large","","Fitzgerald Mofor","NON","","17","16","5","1","8" 
"16","Montgomery County","002-002","06","15","Board of Ed at Large","","Rita Montoya","NON","Y","32","61","28","9","53" 
"16","Montgomery County","002-002","06","15","Board of Education","002","Brenda M. Diaz","NON","Y","55","95","24","5","33" 
"16","Montgomery County","002-002","06","15","Board of Education","002","Ricky Fai Mui","NON","","17","34","21","2","13" 
"16","Montgomery County","002-002","06","15","Board of Education","002","Rebecca Keller Smondrowski","NON","","26","35","25","3","23" 
"16","Montgomery County","002-002","06","15","Board of Education","002","Aby Thioye","NON","","12","21","10","3","10" 
"16","Montgomery County","002-002","06","15","Board of Education","002","Natalie Zimmerman","NON","Y","45","114","48","6","71" 
"16","Montgomery County","002-002","06","15","Board of Education","004","Shebra Evans","NON","Y","52","83","41","6","42" 
"16","Montgomery County","002-002","06","15","Board of Education","004","Bethany S. Mandel","NON","","41","73","37","3","26" 
"16","Montgomery County","002-002","06","15","Board of Education","004","Laura M. Stewart","NON","Y","61","138","50","10","83" 
"16","Montgomery County","002-003","06","15","Board of Ed at Large","","Lynne Harris","NON","Y","27","80","58","7","24" 
"16","Montgomery County","002-003","06","15","Board of Ed at Large","","Sharif Hidayat","NON","","14","30","15","5","11" 
"16","Montgomery County","002-003","06","15","Board of Ed at Large","","Melissa Kim","NON","","20","43","27","1","16" 
"16","Montgomery County","002-003","06","15","Board of Ed at Large","","Jonathan Long","NON","","7","22","10","0","5" 
"16","Montgomery County","002-003","06","15","Board of Ed at Large","","Fitzgerald Mofor","NON","","4","10","10","2","1" 
"16","Montgomery County","002-003","06","15","Board of Ed at Large","","Rita Montoya","NON","Y","22","69","47","3","23" 
"16","Montgomery County","002-003","06","15","Board of Education","002","Brenda M. Diaz","NON","Y","26","64","35","9","18" 
"16","Montgomery County","002-003","06","15","Board of Education","002","Ricky Fai Mui","NON","","7","18","16","2","4" 
"16","Montgomery County","002-003","06","15","Board of Education","002","Rebecca Keller Smondrowski","NON","","16","47","33","1","11" 
"16","Montgomery County","002-003","06","15","Board of Education","002","Aby Thioye","NON","","4","30","16","3","12" 
"16","Montgomery County","002-003","06","15","Board of Education","002","Natalie Zimmerman","NON","Y","36","86","65","4","32" 
"16","Montgomery County","002-003","06","15","Board of Education","004","Shebra Evans","NON","Y","32","81","58","8","16" 
"16","Montgomery County","002-003","06","15","Board of Education","004","Bethany S. Mandel","NON","","23","62","28","4","21" 
"16","Montgomery County","002-003","06","15","Board of Education","004","Laura M. Stewart","NON","Y","34","98","79","5","41" 
"16","Montgomery County","002-004","06","15","Board of Ed at Large","","Lynne Harris","NON","Y","43","74","74","7","45" 
"16","Montgomery County","002-004","06","15","Board of Ed at Large","","Sharif Hidayat","NON","","11","28","12","3","7" 
"16","Montgomery County","002-004","06","15","Board of Ed at Large","","Melissa Kim","NON","","17","43","24","1","18" 
"16","Montgomery County","002-004","06","15","Board of Ed at Large","","Jonathan Long","NON","","6","18","13","2","6" 
"16","Montgomery County","002-004","06","15","Board of Ed at Large","","Fitzgerald Mofor","NON","","11","17","6","0","9" 
"16","Montgomery County","002-004","06","15","Board of Ed at Large","","Rita Montoya","NON","Y","27","92","43","10","56" 
"16","Montgomery County","002-004","06","15","Board of Education","002","Brenda M. Diaz","NON","Y","32","71","39","9","23" 
"16","Montgomery County","002-004","06","15","Board of Education","002","Ricky Fai Mui","NON","","6","17","12","0","9" 
"16","Montgomery County","002-004","06","15","Board of Education","002","Rebecca Keller Smondrowski","NON","","17","34","40","0","23" 
"16","Montgomery County","002-004","06","15","Board of Education","002","Aby Thioye","NON","","5","22","18","1","20" 
"16","Montgomery County","002-004","06","15","Board of Education","002","Natalie Zimmerman","NON","Y","49","125","61","13","61" 
"16","Montgomery County","002-004","06","15","Board of Education","004","Shebra Evans","NON","Y","39","81","51","5","47" 
"16","Montgomery County","002-004","06","15","Board of Education","004","Bethany S. Mandel","NON","","35","62","37","5","24" 
"16","Montgomery County","002-004","06","15","Board of Education","004","Laura M. Stewart","NON","Y","37","128","83","14","64" 
"16","Montgomery County","002-005","06","15","Board of Ed at Large","","Lynne Harris","NON","Y","24","66","78","2","17" 
"16","Montgomery County","002-005","06","15","Board of Ed at Large","","Sharif Hidayat","NON","","5","34","10","3","2" 
"16","Montgomery County","002-005","06","15","Board of Ed at Large","","Melissa Kim","NON","","12","34","27","3","11" 
"16","Montgomery County","002-005","06","15","Board of Ed at Large","","Jonathan Long","NON","","8","21","24","2","8" 
"16","Montgomery County","002-005","06","15","Board of Ed at Large","","Fitzgerald Mofor","NON","","8","22","3","1","3" 
"16","Montgomery County","002-005","06","15","Board of Ed at Large","","Rita Montoya","NON","Y","23","75","58","2","32" 
"16","Montgomery County","002-005","06","15","Board of Education","002","Brenda M. Diaz","NON","Y","18","59","39","3","11" 
"16","Montgomery County","002-005","06","15","Board of Education","002","Ricky Fai Mui","NON","","8","25","20","1","5" 
"16","Montgomery County","002-005","06","15","Board of Education","002","Rebecca Keller Smondrowski","NON","","12","24","46","2","11" 
"16","Montgomery County","002-005","06","15","Board of Education","002","Aby Thioye","NON","","7","25","9","1","7" 
"16","Montgomery County","002-005","06","15","Board of Education","002","Natalie Zimmerman","NON","Y","33","115","82","5","38" 
"16","Montgomery County","002-005","06","15","Board of Education","004","Shebra Evans","NON","Y","22","70","69","4","24" 
"16","Montgomery County","002-005","06","15","Board of Education","004","Bethany S. Mandel","NON","","16","75","29","4","10" 
"16","Montgomery County","002-005","06","15","Board of Education","004","Laura M. Stewart","NON","Y","42","101","98","4","38" 
"16","Montgomery County","002-006","06","39","Board of Ed at Large","","Lynne Harris","NON","Y","22","70","55","3","26" 
"16","Montgomery County","002-006","06","39","Board of Ed at Large","","Sharif Hidayat","NON","","14","51","24","4","10" 
"16","Montgomery County","002-006","06","39","Board of Ed at Large","","Melissa Kim","NON","","4","58","39","5","13" 
"16","Montgomery County","002-006","06","39","Board of Ed at Large","","Jonathan Long","NON","","8","23","19","2","10" 
"16","Montgomery County","002-006","06","39","Board of Ed at Large","","Fitzgerald Mofor","NON","","3","28","12","1","2" 
"16","Montgomery County","002-006","06","39","Board of Ed at Large","","Rita Montoya","NON","Y","19","95","43","9","46" 
"16","Montgomery County","002-006","06","39","Board of Education","002","Brenda M. Diaz","NON","Y","18","95","49","10","23" 
"16","Montgomery County","002-006","06","39","Board of Education","002","Ricky Fai Mui","NON","","7","28","18","2","8" 
"16","Montgomery County","002-006","06","39","Board of Education","002","Rebecca Keller Smondrowski","NON","","17","41","48","1","12" 
"16","Montgomery County","002-006","06","39","Board of Education","002","Aby Thioye","NON","","6","31","11","3","9" 
"16","Montgomery County","002-006","06","39","Board of Education","002","Natalie Zimmerman","NON","Y","21","118","64","7","51" 
"16","Montgomery County","002-006","06","39","Board of Education","004","Shebra Evans","NON","Y","26","98","62","5","26" 
"16","Montgomery County","002-006","06","39","Board of Education","004","Bethany S. Mandel","NON","","21","77","45","5","13" 
